20334086	/m/04zyc0t	Vipers	2008-09-21		89.0	{}	{"/m/09c7w0": "United States of America"}	{"/m/03npn": "Horror", "/m/015w9s": "Television movie"}
5915856	/m/0fdc85	Ivar	2003-10			{"/m/0999q": "Malayalam Language"}	{"/m/03rk0": "India"}	{"/m/0n6m8vw": "Malayalam Cinema", "/m/02kdv5l": "Action"}
31137877	/m/0gh7n22	Boadicea				{}	{}	{"/m/07s9rl0": "Drama", "/m/03hn0": "Historical drama", "/m/082gq": "War film"}
2647998	/m/07v6f3	The Human Tornado	1976		86.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/03btsm8": "Action/Adventure", "/m/0hj3l_y": "Action Comedy", "/m/01q03": "Cult", "/m/018td": "Blaxploitation", "/m/04t2t": "Martial Arts Film", "/m/01z4y": "Comedy", "/m/02kdv5l": "Action"}
21958879	/m/05p89qm	Vent'anni	1949		95.0	{"/m/02bjrlw": "Italian Language"}	{"/m/03rjj": "Italy"}	{"/m/01z4y": "Comedy"}
1254263	/m/04mhwd	Shivers	1975-10-10		89.0	{"/m/02h40lc": "English Language"}	{"/m/0d060g": "Canada"}	{"/m/06n90": "Science Fiction", "/m/03npn": "Horror", "/m/02js9": "Erotica", "/m/0cq22z7": "Sci-Fi Horror", "/m/09blyk": "Psychological thriller", "/m/01q03": "Cult", "/m/06nbt": "Satire", "/m/0219x_": "Indie"}
20944359	/m/05b6cft	Adventurer's Fate	1958		88.0	{"/m/05zjd": "Portuguese Language"}	{"/m/015fr": "Brazil"}	{"/m/0hfjk": "Western"}
11353896	/m/02r8pmz	Zindagi	1976			{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/01chg": "Bollywood"}
24761154	/m/080bxrj	My Friend Ganesha	2007-07-06		190.0	{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/03q4nz": "World cinema"}
27374355	/m/0by1_ff	Les Indiens sont encore loin			95.0	{}	{"/m/0f8l9c": "France", "/m/06mzp": "Switzerland"}	{"/m/07s9rl0": "Drama"}
31304361	/m/0gj93w4	The Tango Player	1991-02-28		96.0	{"/m/04306rv": "German Language"}	{"/m/0345h": "Germany"}	{"/m/07s9rl0": "Drama"}
273431	/m/01p0lg	Terrorama	2001		103.0	{"/m/02bv9": "Dutch Language"}	{"/m/059j2": "Netherlands"}	{"/m/07s9rl0": "Drama", "/m/01z4y": "Comedy"}
16686643	/m/03ymtlq	One Small Step: The Story of the Space Chimps	1995		60.0	{}	{"/m/09c7w0": "United States of America"}	{"/m/0jtdp": "Documentary"}
7364373	/m/0kv612	The Covered Wagon	1923	3500000	23.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/0253g1": "Epic Western", "/m/0hfjk": "Western", "/m/06ppq": "Silent film", "/m/0219x_": "Indie"}
31026308	/m/0crvlhb	Sombra Verde	1954		85.0	{"/m/06nm1": "Spanish Language"}	{"/m/0b90_r": "Mexico"}	{"/m/03btsm8": "Action/Adventure", "/m/01jfsb": "Thriller", "/m/07s9rl0": "Drama", "/m/03k9fj": "Adventure", "/m/03q4nz": "World cinema"}
11996174	/m/02vlbrf	Aaj Ka Andha Kanoon	2003-06-10		130.0	{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/0lsxr": "Crime Fiction", "/m/0gw5w78": "Gangster Film", "/m/02kdv5l": "Action", "/m/07s9rl0": "Drama", "/m/03q4nz": "World cinema"}
7028314	/m/0h10pz	The Little Hut	1957-05-03	3600000	90.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/02l7c8": "Romance Film", "/m/01z4y": "Comedy"}
31156641	/m/0gh8wn7	Nariman	2001			{}	{}	{"/m/0lsxr": "Crime Fiction", "/m/02kdv5l": "Action", "/m/07s9rl0": "Drama"}
32224700	/m/0gy0wck	A Romance of Wastdale	1921			{}	{}	{"/m/02l7c8": "Romance Film", "/m/03k9fj": "Adventure"}
19929835	/m/04q6md9	Aftershock: Beyond the Civil War	2007			{}	{"/m/09c7w0": "United States of America"}	{"/m/0jtdp": "Documentary"}
25413122	/m/04j1nd9	Drums in the Deep South	1951		87.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/03btsm8": "Action/Adventure", "/m/0hfjk": "Western", "/m/082gq": "War film"}
5664529	/m/0dyy_v	Vixen!	1968		70.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01yldk": "Softcore Porn", "/m/06b0n3": "Sexploitation"}
26776017	/m/0bm9993	Right to Love	1920-09-05		70.0	{"/m/06ppq": "Silent film"}	{"/m/09c7w0": "United States of America"}	{"/m/06ppq": "Silent film"}
29832307	/m/061l7z	The Thirteen Chairs	1969		94.0	{"/m/02bjrlw": "Italian Language", "/m/02h40lc": "English Language"}	{"/m/03rjj": "Italy"}	{"/m/05p553": "Comedy film", "/m/01z4y": "Comedy"}
24039457	/m/0crx1wl	ZA: Zombies Anonymous	2005		118.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0gf28": "Parody", "/m/0qdzd": "B-movie", "/m/03npn": "Horror", "/m/0jb4p32": "Zombie Film"}
31322464	/m/0gj8s31	Youth Sports Festival	1951			{"/m/04306rv": "German Language"}	{"/m/03f2w": "German Democratic Republic"}	{"/m/01z02hx": "Sports", "/m/0jtdp": "Documentary"}
5894429	/m/0fc8w8	Closing the Ring	2007-09-14		117.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/0d060g": "Canada", "/m/07ssc": "United Kingdom"}	{"/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama", "/m/082gq": "War film"}
12788657	/m/02x4zpv	The Boston Strangler	1968	17810894	116.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/01jfsb": "Thriller", "/m/07s9rl0": "Drama", "/m/02wtdps": "Crime Thriller"}
31153831	/m/0gh6n43	Neela Ponman	1975			{"/m/0999q": "Malayalam Language"}	{"/m/03rk0": "India"}	{}
27556929	/m/04j0jtp	Deadly Voyage	1996		90.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/07ssc": "United Kingdom"}	{"/m/01jfsb": "Thriller", "/m/0cq22f9": "Action Thrillers", "/m/03npn": "Horror", "/m/015w9s": "Television movie", "/m/03btsm8": "Action/Adventure", "/m/07s9rl0": "Drama", "/m/0c3351": "Suspense", "/m/02kdv5l": "Action"}
4300418	/m/0bvx7h	The Hero: Love Story of a Spy	2003-04-11		182.0	{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/01jfsb": "Thriller", "/m/0cq22f9": "Action Thrillers", "/m/03k9fj": "Adventure", "/m/03q4nz": "World cinema", "/m/03btsm8": "Action/Adventure", "/m/04t36": "Musical", "/m/07s9rl0": "Drama", "/m/02kdv5l": "Action", "/m/02wtdkf": "Musical Drama"}
29766415	/m/0fp_syp	Donald's Crime				{}	{}	{"/m/02hmvc": "Short Film"}
30246289	/m/04mnqv6	33 Scenes from Life	2008-08-10		100.0	{"/m/05qqm": "Polish Language", "/m/04306rv": "German Language", "/m/02h40lc": "English Language"}	{"/m/05qhw": "Poland", "/m/0345h": "Germany"}	{"/m/07s9rl0": "Drama"}
18109665	/m/04cx2r5	The Pine's Revenge	1915-09-19			{"/m/06ppq": "Silent film", "/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film", "/m/07s9rl0": "Drama", "/m/01g6gs": "Black-and-white"}
9390791	/m/0286_1d	Hermanas	2005			{"/m/06nm1": "Spanish Language"}	{"/m/06mkj": "Spain", "/m/0jgd": "Argentina", "/m/015fr": "Brazil"}	{"/m/07s9rl0": "Drama", "/m/0219x_": "Indie"}
29375144	/m/0djbd6g	The High Cost of Living	2011-04-22		92.0	{"/m/02h40lc": "English Language"}	{"/m/0d060g": "Canada"}	{"/m/07s9rl0": "Drama", "/m/0219x_": "Indie"}
24196090	/m/07k8x7p	The World of Geisha	1973-11-03		73.0	{"/m/03_9r": "Japanese Language"}	{"/m/03_3d": "Japan"}	{"/m/0hj3n16": "Erotic Drama", "/m/0gw5n2f": "Japanese Movies", "/m/02js9": "Erotica", "/m/03q4nz": "World cinema", "/m/04xvlr": "Period piece", "/m/07s9rl0": "Drama", "/m/01jk9n": "Pornographic movie", "/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film"}
28028248	/m/0cm89jx	The House That Drips Blood on Alex	2010-10-14		13.0	{}	{}	{"/m/02hmvc": "Short Film"}
8669450	/m/027d9tv	One Six Right	2005-11-25		73.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0jtdp": "Documentary"}
10419077	/m/02qcf9g	Raampur Ka Lakshman	1972		135.0	{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/07s9rl0": "Drama", "/m/03q4nz": "World cinema"}
